id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
90514,1,0,40,1,1,442,1,1,1,3,2,1,2,2,3,3,5,5,4,2,4,0,0
96528,1,1,34,2,2,444,2,4,2,4,3,2,3,3,4,2,5,5,4,3,0,0,0
99573,1,1,39,1,1,2863,3,3,5,5,5,4,3,3,3,3,3,2,3,2,0,3,0
27493,1,0,56,1,2,554,3,5,3,3,5,3,5,5,5,2,1,5,3,5,0,5,0
51279,2,1,60,1,3,238,5,4,4,4,1,5,5,4,4,5,4,3,4,2,0,1,1
59823,1,1,54,1,1,1068,1,1,1,1,4,5,4,3,3,4,3,3,3,5,2,0,1
4149,1,1,39,1,1,2413,4,5,5,5,5,2,3,4,4,4,4,4,4,4,0,2,0
114096,1,1,33,2,2,2139,5,4,5,5,4,5,4,4,5,2,4,3,5,4,0,0,1
13084,2,1,65,2,1,595,3,2,3,3,5,3,4,3,3,3,3,3,3,1,93,9,0
20300,1,1,26,2,2,179,1,5,1,2,2,1,5,2,2,4,2,2,4,2,0,0,0
70896,1,1,46,1,1,1721,1,1,1,1,3,5,5,5,5,5,5,3,5,5,0,0,1
59766,1,1,31,1,1,1939,3,3,3,3,4,4,4,4,4,4,4,5,4,4,0,0,1
108337,2,0,29,1,1,893,0,0,0,1,3,0,3,3,4,4,3,3,4,3,4,5,1
100688,1,1,41,2,2,628,2,5,2,5,2,2,2,2,5,5,5,3,4,2,0,0,0
57371,2,1,33,2,2,236,1,1,1,1,1,1,2,1,2,4,1,2,2,1,0,0,0
70615,1,1,49,1,1,3249,5,5,5,5,2,4,4,4,4,4,4,4,4,4,0,4,1
16801,2,0,25,1,1,645,1,1,1,4,3,1,2,3,3,3,4,1,3,3,38,4,0
75690,1,1,54,1,1,2409,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0,1
49288,2,1,40,1,2,109,5,3,3,3,5,5,5,5,1,5,2,3,5,5,0,0,1
96607,2,1,45,1,1,972,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0,1
103879,1,1,61,2,2,869,1,2,1,4,3,1,3,3,4,2,3,3,4,3,18,8,0
21865,2,1,61,1,2,551,4,1,1,1,4,3,4,3,3,4,3,2,3,3,65,6,0
21660,1,0,36,1,2,746,2,2,2,2,1,2,1,1,2,4,1,2,1,1,0,0,0
78622,2,1,22,1,1,1426,2,5,5,5,2,2,2,2,3,3,2,2,2,2,203,1.9,0
44120,1,1,37,1,2,198,5,5,5,5,5,5,5,5,2,3,1,5,3,5,0,0,1
12680,1,1,45,1,2,803,4,3,4,4,4,4,4,4,4,3,3,4,4,4,66,7,0
119224,2,1,7,2,2,331,4,3,4,3,2,4,2,2,3,5,3,1,2,2,0,0,0
88938,2,1,28,1,1,2270,3,3,3,3,4,4,4,4,5,2,5,3,4,4,0,0,1
69302,2,1,39,1,1,3600,2,2,2,2,5,3,3,2,2,2,2,4,2,4,0,0,0
102099,2,1,46,1,1,2961,3,3,3,3,4,4,4,5,3,4,5,4,4,4,416,4.7,1
122221,1,0,22,1,1,603,0,4,0,4,3,0,3,3,4,3,4,5,4,3,0,0,1
21943,1,1,68,1,1,1831,2,2,2,2,3,1,2,4,4,4,4,1,4,1,0,0,1
126608,1,1,49,2,2,1337,0,2,0,4,2,0,4,2,4,1,4,3,4,2,0,1,1
7256,2,1,12,2,2,135,2,4,2,1,2,2,2,2,2,1,5,2,4,2,0,0,0
34068,2,1,17,2,2,1674,1,4,1,5,5,1,5,5,3,3,3,5,2,5,41,4,0
16343,2,1,50,1,1,3854,2,2,2,2,3,3,2,4,4,4,5,4,4,2,0,0,1
5084,2,0,25,1,2,137,1,1,1,4,5,1,5,5,4,2,4,2,4,5,0,0,0
62919,1,1,35,1,1,862,2,2,2,2,5,5,4,3,3,3,3,4,3,5,0,3,1
27673,2,1,29,1,1,2354,3,4,4,4,3,3,3,3,3,2,4,1,4,3,0,0,0
121043,2,1,20,2,2,1013,2,1,2,3,1,2,4,1,3,1,4,4,3,1,0,0,0
82415,2,1,37,2,1,502,2,5,2,5,2,5,5,1,1,2,1,4,1,4,0,0,0
61655,1,1,32,1,1,1635,2,2,2,2,3,3,3,3,5,3,5,5,4,3,21,3,1
23256,1,0,24,1,2,783,1,1,1,3,4,1,1,4,1,5,3,2,2,4,0,0,0
89258,2,1,55,1,1,453,3,3,3,3,5,5,5,5,5,5,5,3,5,3,17,8,1
104015,1,1,22,1,1,1363,4,4,4,4,3,3,3,3,4,3,4,3,4,3,0,0,1
30160,1,1,18,2,2,399,2,4,2,2,3,2,3,3,5,2,4,3,5,3,10,2,0
104978,1,1,33,1,1,2126,1,5,5,5,1,1,1,1,2,2,3,4,3,1,0,0,0
79215,1,1,58,2,2,1990,2,3,2,3,3,2,3,3,1,2,3,2,3,3,0,0,0
121295,1,1,44,1,1,2067,3,3,3,3,5,4,4,2,2,2,2,5,2,5,0,6,1
89125,1,1,22,1,2,1947,2,2,2,2,2,2,4,2,3,1,2,1,3,2,5,4,0
86398,2,1,29,1,1,2558,4,4,4,4,4,4,4,4,4,2,5,5,5,4,10,0,1
114721,2,1,50,1,1,2133,1,1,3,1,2,5,5,5,5,5,5,5,5,5,1,0,1
126962,1,0,37,1,1,304,4,4,4,2,3,4,3,3,5,4,5,5,5,3,0,0,1
78873,1,1,28,1,1,1995,4,4,4,4,2,2,2,2,3,5,4,4,4,2,0,6,1
6936,2,1,53,1,1,588,1,1,1,1,2,4,5,5,5,5,5,4,5,4,0,3,1
82814,1,1,66,2,2,235,5,5,5,4,1,5,1,1,3,3,5,3,4,1,0,0,1
4916,1,1,30,1,1,1020,4,2,2,2,4,4,4,4,4,4,3,2,3,4,9,2,0
621,1,1,28,1,1,2521,3,3,3,3,5,5,5,5,3,5,4,4,5,5,0,0,1
109119,1,1,49,2,3,849,2,3,2,1,1,2,1,1,5,5,5,4,4,1,0,0,0
37097,2,1,41,1,1,2417,3,3,2,3,2,3,4,4,4,4,4,4,4,4,0,2,1
25453,1,1,36,2,2,669,2,4,2,4,1,2,1,1,4,3,4,5,4,1,22,3,0
38742,2,1,44,1,1,3179,4,4,4,4,3,3,3,4,4,4,4,1,4,1,11,0,1
17413,2,0,41,1,1,351,2,2,2,2,1,2,1,1,3,4,5,5,1,1,10,0,1
62300,2,0,39,1,1,236,5,5,5,1,3,5,3,3,5,2,4,3,5,3,0,0,1
23032,2,0,37,1,2,680,2,2,2,3,4,2,4,4,2,1,4,1,3,4,27,1,0
128930,1,1,51,1,1,2241,3,3,3,3,4,4,5,4,4,4,4,3,4,5,0,0,1
104678,2,0,22,1,1,641,0,4,0,5,1,0,2,1,4,3,5,5,4,1,8,0,1
116104,1,1,15,2,2,342,3,2,3,4,2,3,1,2,4,2,3,4,4,2,9,8,0
32334,2,1,53,1,1,3210,4,4,4,4,1,3,5,4,4,4,5,1,4,1,18,1,1
107580,1,1,37,1,1,1521,2,2,2,2,3,5,4,4,4,4,4,3,4,4,0,6,1
31525,1,1,61,1,2,462,3,2,2,2,3,3,3,3,2,3,4,1,4,3,2,1,1
9314,1,1,16,1,1,419,5,5,5,5,5,5,5,5,5,3,4,3,4,5,0,0,1
35624,1,1,63,2,3,1035,3,1,3,4,2,3,2,2,1,4,4,1,3,2,0,6,0
69655,2,1,41,1,1,2729,2,2,2,2,3,4,4,2,2,2,2,1,2,2,0,0,0
113422,1,1,52,1,1,2320,5,5,4,5,5,4,5,4,4,4,4,3,4,4,36,1,1
64308,1,1,48,1,1,2968,1,3,3,3,3,2,3,1,1,1,1,1,1,3,0,0,0
88425,2,0,33,1,2,404,3,3,3,3,1,3,1,1,3,4,4,3,3,1,0,0,0
46374,1,1,45,1,2,1081,4,1,1,1,4,4,4,4,3,4,2,5,5,4,0,0,1
52191,2,1,26,1,2,598,4,3,3,3,4,4,5,4,4,3,3,4,2,4,0,0,1
81759,2,1,49,1,1,1310,1,1,1,1,5,5,4,4,4,4,4,3,4,3,1,0,1
38696,2,1,50,1,2,2583,4,3,3,3,2,4,2,4,4,4,4,1,4,2,3,0,1
42678,1,1,30,1,1,604,4,4,4,4,4,4,4,1,2,2,3,4,2,4,109,1.7,1
29558,2,0,43,1,2,1088,3,3,3,1,2,3,3,2,4,4,3,3,2,2,0,0,0
127773,1,1,45,2,3,255,1,3,1,3,5,1,2,5,2,2,4,1,3,5,0,5,0
65031,1,1,31,2,2,190,3,5,3,1,5,3,5,5,3,2,5,4,4,5,0,0,0
100344,1,1,35,2,2,1053,2,4,2,3,3,2,3,3,5,5,5,3,4,3,4,1,0
56973,2,1,25,2,2,2565,2,4,2,1,2,3,3,2,5,1,4,3,2,3,96,9,0
90796,2,0,38,1,1,270,5,5,5,3,2,5,2,2,5,3,4,3,5,2,0,0,1
107613,2,1,29,1,1,423,1,3,3,3,1,1,1,1,4,3,3,3,3,1,15,6,0
93263,2,1,49,1,1,867,2,2,2,2,2,4,4,5,5,5,5,3,5,3,5,0,1
21670,1,1,31,1,1,708,4,4,4,4,3,3,3,3,4,2,1,4,3,3,3,0,1
82373,1,1,12,2,3,453,3,3,3,3,2,3,5,2,2,4,3,2,4,2,0,4,0
49797,1,1,64,1,2,109,1,2,2,2,1,1,1,1,4,2,4,1,4,1,0,0,0
78209,1,1,60,2,2,153,4,5,4,1,1,4,1,1,3,2,5,4,5,1,0,0,1
121764,1,1,30,2,1,366,3,2,3,3,1,3,1,1,1,5,4,3,4,1,14,2,0
106832,2,0,27,1,1,1733,1,1,1,4,2,1,2,2,2,4,4,2,3,2,0,0,0
53155,2,1,51,1,1,3738,1,1,1,1,3,4,4,4,4,4,4,5,4,4,55,3,1
22766,2,1,41,1,1,3218,1,1,1,1,5,2,3,5,5,5,5,4,5,2,0,0,1
40328,2,1,24,1,3,358,4,3,3,3,4,4,5,4,1,5,4,5,4,4,0,0,1
118693,1,1,42,2,2,370,3,2,2,3,1,2,1,1,2,3,2,1,4,1,0,5,0
98571,2,1,45,1,1,3560,1,1,1,1,5,5,4,5,5,5,5,5,5,4,6,0,1
73605,2,1,56,1,1,2444,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,1
40166,1,0,46,1,2,387,2,4,2,5,2,2,2,2,2,3,2,2,1,2,0,0,0
26686,1,1,10,2,2,515,1,2,1,2,5,1,5,5,2,4,3,4,3,5,0,0,0
109446,2,1,45,1,1,3345,1,1,1,1,2,5,5,5,5,5,5,4,5,5,27,2,1
63486,2,0,23,1,2,337,4,5,4,3,1,4,1,1,3,3,4,5,5,1,0,0,1
8627,1,1,41,1,1,1698,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,1,1
88718,2,1,54,2,2,646,3,4,3,3,5,5,1,5,5,3,5,2,5,4,0,8,0
127565,2,1,35,1,1,1670,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0,0,1
81646,1,1,55,1,1,907,4,4,4,4,2,4,4,5,5,5,5,4,5,4,0,0,1
44007,2,1,46,1,1,2235,2,5,2,5,2,4,4,2,2,2,2,1,2,1,0,1,0
120775,2,1,29,2,2,678,3,5,3,2,3,3,3,3,4,3,5,4,4,3,0,0,0
47258,1,1,44,1,1,3762,3,2,2,2,3,4,3,3,3,3,3,3,3,2,0,0,0
56384,1,1,40,2,3,200,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0,0,1
129726,2,0,21,1,2,447,5,5,5,2,3,5,3,3,4,5,4,4,4,3,0,0,1
36935,2,1,57,2,2,867,1,3,0,3,3,3,2,5,5,0,5,4,5,4,24,6,0
1611,2,1,49,1,1,968,2,2,4,2,3,5,5,5,5,5,5,5,5,3,13,6,1
18784,1,1,50,1,1,3468,5,5,5,5,5,2,2,4,4,4,4,5,4,4,2,0,1
25269,1,1,16,1,1,3149,3,5,5,5,3,3,3,3,1,5,4,1,3,3,0,0,0
3491,2,1,58,1,1,2282,4,3,3,3,3,3,3,4,4,4,4,4,4,4,20,1,0
4209,2,1,27,1,1,2562,1,2,2,2,1,1,1,1,1,4,4,1,4,1,43,2,0
46463,2,1,54,1,1,141,4,3,4,4,5,5,4,5,5,5,4,3,5,3,0,0,1
75455,1,1,56,1,1,830,1,3,3,3,1,4,3,1,1,1,1,1,1,4,0,0,0
83571,1,1,55,1,1,936,1,4,4,4,3,2,3,1,1,1,1,2,1,3,0,2,0
31918,2,1,55,1,1,3329,4,4,4,4,3,4,5,4,4,4,5,4,4,3,2,0,1
56364,1,1,24,2,2,200,4,5,4,2,1,4,1,1,5,2,4,4,4,1,0,0,1
22786,1,1,40,1,1,147,5,5,5,5,1,4,2,4,4,4,5,3,4,3,4,0,1
1992,1,1,47,2,2,285,2,4,3,1,5,3,4,5,4,2,5,3,2,5,7,9,0
49083,1,0,57,1,2,250,3,5,3,3,5,3,5,5,2,4,3,3,5,5,0,0,0
112751,2,0,22,1,2,590,4,0,5,3,1,5,1,1,4,2,4,4,4,1,0,0,1
26235,1,1,55,2,2,404,3,4,3,3,2,3,2,2,3,2,4,5,4,2,0,1,0
107206,1,1,63,2,2,402,1,4,5,2,3,5,3,3,5,5,5,5,5,3,2,0,0
33393,1,1,56,1,1,2917,3,3,3,3,4,4,4,5,1,4,5,4,4,4,0,0,1
127780,1,0,21,1,2,1037,1,1,1,2,5,1,5,5,3,5,2,1,3,5,41,3,0
82602,2,0,30,1,2,528,4,3,5,3,2,5,2,2,3,2,3,4,4,2,0,0,0
32293,1,1,51,1,1,101,4,4,4,4,3,2,3,4,4,4,5,4,4,2,0,2,1
60916,1,0,28,1,1,888,4,4,4,3,4,4,4,2,4,3,3,4,3,4,241,2.8,0
100754,2,1,22,2,2,328,4,5,3,1,2,3,2,2,4,2,3,2,2,2,0,0,0
15986,1,0,38,1,2,780,2,2,2,4,3,2,3,3,1,1,5,4,1,3,0,1,0
57797,1,1,41,1,1,2539,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0,1
85698,2,1,31,1,1,1547,2,1,1,1,2,2,2,2,3,3,2,2,3,2,5,0,0
87450,2,1,58,1,1,321,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0,1
108135,1,1,19,1,2,1166,3,4,4,4,3,3,1,3,3,5,4,2,4,3,15,1,0
61459,1,1,28,1,1,2419,5,5,3,5,4,4,4,4,3,3,4,4,4,4,8,0,1
123655,2,1,43,1,1,2404,0,5,0,1,3,5,5,5,5,1,1,3,5,4,4,0,1
71379,1,1,32,1,2,258,5,2,2,2,5,4,5,5,4,1,3,2,4,5,0,0,0
22327,2,1,31,1,2,143,5,3,3,3,5,5,5,5,5,3,5,1,5,5,0,0,1
7684,1,1,64,1,2,204,5,3,3,3,5,5,5,5,5,2,1,1,4,5,0,0,1
30680,1,1,58,1,2,680,4,4,2,4,4,4,4,4,2,4,5,5,1,4,0,1,1
8871,2,1,53,1,1,3285,3,3,3,3,4,4,4,5,5,4,5,5,5,5,0,0,1
113135,2,1,40,2,3,543,3,5,5,5,4,5,4,4,5,4,5,5,5,4,0,0,0
113982,2,1,57,1,2,1750,2,4,4,4,1,3,3,2,2,2,2,4,2,2,0,0,0
50531,1,1,10,2,2,190,0,1,0,3,1,0,1,1,3,1,4,1,3,1,0,0,1
54056,1,1,52,1,1,1416,2,2,2,2,1,1,1,4,4,4,4,2,4,4,0,0,1
95453,1,1,42,1,1,3789,5,5,5,5,2,4,5,5,5,4,5,4,5,3,13,1,1
57284,1,1,38,2,2,628,4,5,4,5,5,4,5,5,5,3,4,3,4,5,0,0,1
39443,1,0,41,1,2,129,5,5,5,5,1,5,1,1,5,4,4,5,2,1,0,0,1
47119,1,1,27,2,2,784,1,4,2,5,4,2,4,4,4,4,4,4,4,4,24,4,0
1292,2,1,21,2,2,102,2,4,2,2,2,2,2,2,5,2,4,5,4,2,0,0,0
104596,1,1,16,2,2,369,2,3,2,4,4,2,4,4,1,5,4,1,4,4,6,4,0
93208,2,1,41,2,2,1756,2,4,2,4,2,2,2,2,2,2,3,2,3,2,14,1,0
110440,2,1,59,2,2,787,4,4,4,3,5,5,4,5,5,4,5,5,5,5,11,0,1
65064,1,1,10,2,2,247,1,5,1,3,5,1,5,5,4,3,4,5,5,5,0,0,0
109665,2,1,29,1,1,3433,2,1,1,1,2,2,2,2,2,2,4,2,3,2,18,1,0
109601,2,1,18,2,3,861,3,4,3,2,4,3,2,4,5,3,3,3,4,4,21,1,0
123828,2,0,24,1,1,541,5,0,5,1,5,1,1,4,3,4,4,1,5,1,126,1,1
76799,1,1,63,2,2,689,2,5,2,1,5,2,5,5,5,5,4,5,5,5,0,0,0
84535,1,1,32,1,1,2615,3,2,2,2,3,3,3,3,4,1,4,4,4,3,0,0,0
18395,2,0,38,1,2,378,1,2,1,3,4,1,4,4,3,5,4,2,3,4,0,0,0
128928,1,1,57,1,1,1989,3,3,3,3,3,4,4,5,5,5,5,5,5,4,2,0,1
69760,1,1,49,2,2,1085,2,4,2,3,2,2,2,2,2,4,4,3,4,2,0,0,0
114931,2,0,37,1,1,325,2,2,2,2,4,2,3,4,5,4,4,5,5,4,20,7,1
79796,2,1,54,1,1,944,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,0,1
61393,1,1,46,1,1,1699,5,1,3,1,2,3,2,5,5,4,5,3,5,4,0,0,0
56199,1,1,63,2,2,1400,1,4,1,4,5,1,5,5,5,3,3,5,5,5,49,4,0
5857,1,1,31,2,2,1020,4,0,4,4,4,4,4,4,3,5,2,2,4,4,0,0,1
73770,2,1,12,2,2,192,3,4,0,2,1,0,1,1,5,5,4,3,5,1,0,2,0
94011,2,1,49,1,1,3724,3,3,3,3,5,4,5,4,4,4,4,5,4,4,7,6,1
40694,2,1,36,1,2,599,4,3,3,3,4,4,4,4,4,1,2,1,1,4,0,0,1
53884,1,1,12,2,2,191,4,5,4,2,1,4,1,1,4,3,4,3,4,1,2,0,1
115358,1,1,23,1,1,3145,1,3,3,3,1,1,1,1,2,1,4,4,4,1,0,0,0
69890,2,1,41,1,1,1514,3,3,3,3,2,4,5,5,5,5,5,4,5,5,0,0,1
51387,2,1,48,2,3,262,5,4,0,4,1,4,5,4,4,0,2,5,4,1,0,0,1
3570,2,1,26,2,2,227,5,5,5,2,1,5,1,1,3,2,5,4,5,1,0,0,1
89816,1,1,42,1,1,3215,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0,1
107475,2,1,50,1,1,711,2,2,2,2,5,5,5,4,4,4,4,5,4,4,27,4,1
48374,2,1,17,2,2,587,2,4,2,1,2,2,1,2,3,5,4,3,4,2,0,0,0
20310,1,0,26,1,1,900,5,5,5,3,1,5,1,1,4,3,5,5,5,1,5,0,1
127261,1,0,10,1,2,1107,3,3,3,4,3,3,5,3,2,1,4,4,4,3,5,1,0
60343,2,1,20,1,1,2585,2,2,2,2,2,2,2,2,1,1,3,4,3,2,0,0,0
122555,1,1,16,2,2,500,2,4,5,2,5,5,5,5,4,3,5,3,5,5,0,0,0
38972,1,1,36,1,2,230,3,2,2,2,3,3,3,3,3,3,3,5,4,3,0,1,1
120988,2,1,12,1,1,1502,1,1,2,1,4,4,4,4,4,2,4,5,5,4,0,0,1
100747,2,1,44,2,2,328,4,1,4,1,4,2,1,1,1,4,1,3,1,2,19,9,0
28296,1,1,37,1,1,2061,4,4,4,4,2,2,1,4,4,4,4,1,4,3,0,0,1
102229,1,1,71,1,1,414,2,3,3,3,3,2,3,2,2,2,2,3,2,3,12,2,0
8654,1,1,51,1,1,2572,3,3,3,3,3,5,4,4,4,4,4,3,4,5,6,0,1
88083,1,1,43,1,1,515,4,4,4,4,4,5,5,2,2,2,2,4,2,5,7,8,1
58164,2,1,41,1,1,2092,2,2,2,2,4,4,4,4,4,4,4,5,4,4,13,1,1
102225,1,0,64,1,1,258,3,4,4,3,1,3,1,1,4,5,5,5,5,1,15,0,0
124660,2,1,38,1,1,2489,2,2,2,2,2,4,5,5,5,5,5,5,5,5,6,1,1
103038,2,1,49,1,1,460,2,2,2,2,2,4,4,2,2,2,2,1,2,2,0,0,0
116454,2,1,13,2,2,296,3,4,3,3,5,3,5,5,2,1,4,4,3,5,53,5,0
43045,2,1,48,1,2,192,1,2,2,2,4,2,2,1,1,1,1,1,1,4,0,0,0
79858,2,1,43,1,1,3696,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0,1
125363,2,1,41,2,2,599,3,4,3,1,4,3,4,4,4,4,4,5,4,4,56,8,0
77858,1,1,34,2,3,689,2,5,2,1,5,2,5,5,2,5,2,4,2,5,6,0,0
18344,2,1,45,1,1,563,2,4,4,4,5,2,1,2,2,2,2,2,2,2,4,6,0
19525,2,1,58,1,1,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,1
111649,1,1,34,2,2,1290,1,2,1,3,2,1,2,2,1,5,4,1,4,2,22,1,0
29301,2,0,24,1,2,473,2,0,2,3,3,2,3,3,5,4,4,4,2,3,0,0,0
98460,2,1,56,1,1,2153,2,2,2,2,3,4,5,4,4,4,5,4,4,5,0,0,1
26113,2,0,27,1,1,545,4,4,4,3,3,4,3,3,4,3,5,5,4,3,8,0,1
71709,2,1,50,2,3,1197,2,4,2,5,3,5,4,3,3,2,3,3,3,3,3,0,0
22238,2,0,25,1,1,143,2,0,2,3,3,2,3,3,4,4,4,5,5,3,0,0,0
122112,2,1,26,2,2,130,2,5,0,2,5,0,5,5,5,3,5,5,4,5,1,3,0
102408,2,1,34,2,2,391,2,5,2,1,4,2,1,4,3,4,4,4,4,4,14,5,0
118126,1,1,68,2,3,1506,1,5,0,1,1,0,1,1,3,1,2,4,5,1,8,6,0
48388,1,1,45,2,2,522,1,4,1,1,3,1,3,3,4,4,5,3,4,3,0,0,0
91436,1,1,55,2,1,859,1,4,1,1,2,5,5,1,1,1,1,4,1,4,10,3,0
56770,1,1,26,1,3,937,0,5,0,4,3,0,3,3,3,3,4,3,3,3,0,3,1
46446,1,1,64,2,2,1199,2,3,2,4,1,2,1,1,4,1,4,2,4,1,2,6,0
53031,1,1,49,1,2,1208,4,5,5,5,4,4,4,4,4,4,2,4,3,4,0,0,1
72338,1,0,37,1,1,985,1,1,1,4,5,1,5,5,3,3,5,4,4,5,2,1,0
103312,2,0,24,1,1,1139,4,4,4,1,4,4,4,4,4,5,4,5,5,4,0,0,1
20203,2,0,38,1,1,137,1,1,1,1,4,1,4,4,3,2,4,4,4,4,0,0,0
42402,1,0,18,1,3,817,2,0,2,1,5,2,4,5,2,5,1,2,5,5,0,5,0
69530,2,0,29,1,1,2475,3,3,3,1,3,1,4,3,3,5,5,4,5,4,0,0,0
51882,2,1,57,1,1,3258,5,5,5,5,3,5,5,4,4,4,4,4,4,4,0,0,1
6977,1,1,33,1,1,3845,1,3,3,3,1,1,1,1,1,5,3,1,4,1,0,0,0
80768,2,1,66,2,2,629,4,5,5,5,5,5,5,1,1,5,1,3,1,5,0,0,0
17635,1,1,40,1,2,783,5,4,4,4,5,5,5,5,5,5,3,2,5,5,26,6,1
68629,2,1,39,1,1,3978,5,5,5,5,4,5,4,3,3,4,3,5,3,5,0,0,1
29283,2,1,29,1,1,834,3,2,2,2,3,3,3,3,1,5,4,3,3,3,0,0,0
57517,1,1,59,1,1,3749,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0,1
43259,1,1,41,1,1,3855,4,4,4,4,4,5,2,2,2,2,2,3,2,4,0,0,1
10390,1,0,32,1,1,517,4,3,3,5,2,3,5,2,3,2,4,3,4,2,0,7,0
15205,1,0,9,1,2,529,2,4,2,1,3,2,2,3,5,3,4,5,5,3,0,0,0
60896,1,1,13,2,2,420,2,2,2,3,2,2,2,2,1,4,3,1,3,2,6,9,0
92072,2,1,40,1,1,1589,4,4,4,4,5,5,5,4,4,4,4,5,4,3,66,5,1
98996,1,1,9,2,2,543,3,4,3,5,2,3,2,2,3,2,4,5,4,2,0,0,0
62793,1,1,11,2,2,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,1.1,0
11984,1,0,16,1,2,643,2,1,2,3,4,2,4,4,1,5,4,4,4,4,20,1,0
28347,2,1,64,2,2,867,1,1,1,3,1,4,4,2,2,1,2,1,2,2,0,0,0
81871,1,1,44,1,1,1050,3,5,3,3,2,4,4,5,5,5,5,4,5,4,0,0,1
75490,1,1,47,1,3,2218,2,5,3,5,3,2,3,3,4,1,2,4,3,3,0,0,0
102045,1,1,43,1,1,2864,1,4,4,4,5,2,3,1,1,1,1,2,1,1,8,0,0
32112,2,1,58,1,1,101,4,4,4,4,3,1,5,5,5,5,4,3,5,5,7,9,1
47893,2,0,23,1,2,462,3,2,3,4,3,3,3,3,3,5,3,2,4,3,28,2,0
72606,1,1,13,2,2,1119,1,5,1,3,2,1,2,2,3,4,4,5,5,2,0,0,0
31410,2,0,22,1,2,1306,4,4,4,1,5,4,5,5,4,4,1,3,4,5,0,1,1
19468,2,1,50,1,1,1806,1,1,1,1,3,4,2,5,5,5,5,5,5,5,16,1,1
85070,2,1,55,1,1,731,2,2,2,2,3,4,4,4,4,4,4,5,4,3,119,1.2,1
119045,2,0,27,1,1,2279,5,5,5,5,5,5,5,5,4,5,4,4,4,5,0,0,1
123669,2,0,68,1,1,214,5,5,5,3,4,5,1,4,4,4,4,4,5,4,0,0,1
103904,2,0,50,1,3,1048,2,2,2,3,4,2,4,4,4,5,3,2,3,4,0,0,0
46575,1,1,69,1,1,73,2,2,2,2,1,2,2,2,3,4,3,2,3,2,565,5.6,0
87240,2,1,49,1,1,1954,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,0,1
73645,2,1,40,1,1,1781,3,3,3,3,4,4,5,5,5,5,4,4,5,5,0,0,1
64223,1,1,53,1,1,1660,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,1
32879,2,1,25,2,2,101,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,0,0
108923,2,1,44,2,2,1183,4,5,4,3,2,5,4,5,5,4,2,3,5,5,5,0,1
97455,2,1,55,1,1,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3,1
64536,2,1,45,1,1,469,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0,1
30873,2,0,48,1,2,1506,2,2,2,4,1,2,1,1,3,3,3,4,3,1,0,0,0
59569,1,1,42,1,1,1583,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0,1
111907,2,1,50,1,1,628,4,4,5,4,2,5,5,4,4,4,4,3,4,3,9,1,1
81645,2,1,33,1,1,2760,4,4,4,4,2,4,5,3,3,2,3,5,3,5,0,0,1
124640,1,0,22,1,1,399,4,0,4,4,3,4,3,3,4,4,5,3,4,3,0,0,1
127307,1,1,30,1,1,1979,5,5,3,5,5,5,5,5,5,5,4,3,5,5,25,2,1
49920,1,0,54,1,2,77,4,0,4,1,5,4,5,5,5,4,5,2,5,5,0,0,0
31581,2,1,57,1,1,3086,4,4,4,4,4,1,4,4,4,4,4,1,4,1,6,1,1
20088,2,1,55,1,1,2755,5,5,5,5,2,5,5,4,4,4,4,5,4,5,22,2,1
40212,2,1,45,1,2,387,3,2,1,2,5,5,2,3,3,3,3,2,3,4,12,1,1
45884,1,1,55,1,2,641,4,5,4,5,4,4,4,4,1,2,1,4,3,4,0,0,1
7099,2,1,69,2,2,273,4,4,4,4,1,3,4,2,2,4,2,2,2,1,12,1,0
14757,2,1,62,1,1,3692,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,0,1
5901,2,1,61,1,1,2407,1,1,1,1,5,1,1,3,3,3,1,1,3,1,11,4,0
101389,2,0,21,1,2,486,1,5,1,4,1,1,1,1,4,4,4,5,4,1,49,3,0
